0,53,47
0,49,46
0,48,45
0,46,44
1,43,42
0,40,40
1,37,40
1,36,38
2,37,40
0,40,39
0,47,39
0,49,43
0,50,41
0,47,39
0,43,36
0,36,32
3,34,33
0,32,31
3,28,32
5,26,27
5,23,27
6,20,23
5,20,23
4,19,22
5,20,23
5,19,22
7,18,20
